"reference","tax","description","KO","Subject","percent","length","mismatch","gapopen","qstart","qend","sstart","send","evalue","bitscore","counts_25_CT_Ext_C1_2020","counts_26_CT_Ext_C2_2020","counts_27_CT_Ext_C3_2020","counts_28_CT_Ext_C4_2020","counts_41_CT_Ext_I1_2020","counts_42_CT_Ext_I2_2020","counts_43_CT_Ext_I3_2020","counts_44_CT_Ext_I4_2020","counts_M09_CT_Ext_C1_2021","counts_M10_CT_Ext_C2_2021","counts_M11_CT_Ext_C3_2021","counts_M12_CT_Ext_C4_2021","counts_M25_CT_Ext_I1_2021","counts_M26_CT_Ext_I2_2021","counts_M27_CT_Ext_I3_2021","counts_M28_CT_Ext_I4_2021","counts_M33_CT_Ext_C1_2022","counts_M34_CT_Ext_C2_2022","counts_M35_CT_Ext_C3_2022","counts_M36_CT_Ext_C4_2022","counts_M37_CT_Ext_I1_2022","counts_M38_CT_Ext_I2_2022","counts_M39_CT_Ext_I3_2022","counts_M40_CT_Ext_I4_2022"
"k87_5700730_1","COG0569@1|root,COG2985@1|root,COG0569@2|Bacteria,COG2985@2|Bacteria,1MUVM@1224|Proteobacteria,2U1RU@28211|Alphaproteobacteria,1JUAA@119045|Methylobacteriaceae","Predicted Permease Membrane Region","ko:K07085","PGPT0000709_1510",100,522,0,0,1,1566,1,522,4.4e-277,958.4,33,25,32,14,48,36,32,33,26,38,21,24,22,32,44,32,29,20,33,26,32,46,37,40
"k87_5703640_1","COG1232@1|root,COG1232@2|Bacteria,1TQ6W@1239|Firmicutes,4HAUG@91061|Bacilli,1ZANK@1386|Bacillus","Catalyzes the 6-electron oxidation of protoporphyrinogen-IX to form protoporphyrin-IX","ko:K00231","PGPT0008475_1656",94.8,233,12,0,1,699,1,233,2.8e-119,433,4,2,4,2,0,10,4,2,4,4,9,3,4,0,2,2,2,8,4,8,4,4,4,4
"k87_5703980_2","COG0284@1|root,COG0284@2|Bacteria,1MW2C@1224|Proteobacteria,2TTB3@28211|Alphaproteobacteria,43IQF@69277|Phyllobacteriaceae","Catalyzes the decarboxylation of orotidine 5'- monophosphate (OMP) to uridine 5'-monophosphate (UMP)","ko:K01591","PGPT0014965_3904",91.8,232,19,0,1,696,1,232,6.8e-113,411.8,20,13,8,3,20,20,12,14,16,28,15,18,16,11,16,14,25,26,18,20,20,14,24,17
"k87_5706037_1","COG0559@1|root,COG0559@2|Bacteria,1MU25@1224|Proteobacteria,2VN66@28216|Betaproteobacteria,4AATK@80864|Comamonadaceae","Belongs to the binding-protein-dependent transport system permease family","ko:K01997","PGPT0020770_8126",90.9,208,19,0,1,624,1,208,1.2e-97,360.9,10,26,8,16,24,20,35,18,23,33,20,16,22,17,31,22,26,19,28,14,22,34,18,30
"k87_5706221_1","COG1249@1|root,COG1249@2|Bacteria,1MU2U@1224|Proteobacteria,2TR8H@28211|Alphaproteobacteria,1JTBI@119045|Methylobacteriaceae","PFAM biotin lipoyl attachment domain-containing protein","ko:K00382","PGPT0001380_354",90.6,171,16,0,4,516,427,597,4e-86,322.4,24,18,18,15,16,23,36,26,30,31,13,26,16,23,20,14,33,13,42,29,22,16,18,18
"k87_5707579_1","COG0050@1|root,COG0050@2|Bacteria,2GK4T@201174|Actinobacteria,4CPE9@84995|Rubrobacteria","This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis","ko:K02358","PGPT0015245_5121",93.8,291,18,0,1,873,104,394,4e-155,552.4,324,429,322,342,414,382,392,430,341,438,326,343,300,274,313,345,326,273,311,246,349,268,332,387
"k87_5709725_1","COG0642@1|root,COG2205@2|Bacteria,1MUZQ@1224|Proteobacteria,2VH62@28216|Betaproteobacteria,1JZV6@119060|Burkholderiaceae","Histidine kinase","ko:K07646","PGPT0002755_377",90,40,4,0,13,132,11,50,6.3e-12,73.9,2,10,4,8,14,12,10,7,7,6,14,6,6,6,14,4,7,8,14,4,6,8,10,4
"k87_5711004_3","COG1595@1|root,COG1595@2|Bacteria,2GM3E@201174|Actinobacteria","belongs to the sigma-70 factor family, ECF subfamily","ko:K03088","PGPT0014960_6239",97.5,122,3,0,31,396,73,194,5.9e-61,238.4,8,4,6,6,28,6,4,18,3,10,6,12,2,3,16,4,12,14,17,12,20,13,17,16
"k87_5711300_1","COG1038@1|root,COG1038@2|Bacteria,2H238@201174|Actinobacteria,4DP0F@85009|Propionibacteriales","Catalyzes a 2-step reaction, involving the ATP-dependent carboxylation of the covalently attached biotin in the first step and the transfer of the carboxyl group to pyruvate in the second","ko:K01958","PGPT0001420_1729",97.9,47,1,0,1,141,1,47,1.4e-17,92.8,9,14,12,2,20,10,20,21,7,10,5,14,13,18,12,17,6,12,6,20,8,12,9,19
"k87_5712620_1","COG1154@1|root,COG1154@2|Bacteria,2GMFA@201174|Actinobacteria","Catalyzes the acyloin condensation reaction between C atoms 2 and 3 of pyruvate and glyceraldehyde 3-phosphate to yield 1-deoxy-D-xylulose-5-phosphate (DXP)","ko:K01662","PGPT0008960_1781",94.9,430,22,0,1,1290,32,461,7.6e-243,844.3,115,107,83,93,147,115,115,143,94,95,69,79,80,93,95,85,114,97,135,152,111,124,95,113
"k87_5713884_2","COG0726@1|root,COG0726@2|Bacteria,1MV3V@1224|Proteobacteria,2TR0I@28211|Alphaproteobacteria,3JWN0@41294|Bradyrhizobiaceae","Polysaccharide deacetylase","-","PGPT0000885_737",93.8,130,8,0,31,420,1,130,2e-72,276.6,8,16,10,4,22,2,10,25,17,28,14,11,7,8,16,14,19,2,24,4,15,6,10,26
"k87_5715135_3","COG2076@1|root,COG2076@2|Bacteria,2IQND@201174|Actinobacteria","Small multidrug resistance protein","ko:K11741","PGPT0028785_820",97.2,107,3,0,1,321,1,107,1.1e-49,200.7,13,4,17,6,8,10,9,17,11,18,8,10,14,12,14,9,3,6,16,8,22,19,12,22
"k87_5715135_4","COG1162@1|root,COG1162@2|Bacteria,2GJ37@201174|Actinobacteria","One of several proteins that assist in the late maturation steps of the functional core of the 30S ribosomal subunit. Helps release RbfA from mature subunits. May play a role in the assembly of ribosomal proteins into the subunit. Circularly permuted GTPase that catalyzes slow GTP hydrolysis, GTPase activity is stimulated by the 30S ribosomal subunit","ko:K06949","PGPT0009020_2445",90.8,119,11,0,1,357,218,336,6.5e-59,231.5,22,4,16,8,19,18,17,27,11,8,16,14,22,25,20,16,10,11,16,16,14,8,14,22
"k87_5715276_1","COG0527@1|root,COG0527@2|Bacteria,2GN0G@201174|Actinobacteria,1W7X0@1268|Micrococcaceae","Belongs to the aspartokinase family","ko:K00928","PGPT0014040_1574",96.1,381,15,0,1,1143,72,452,7.6e-200,701.4,54,53,42,46,51,54,62,75,61,61,37,30,54,56,56,63,48,38,45,52,56,67,70,69
"k87_5716856_1","COG1028@1|root,COG1028@2|Bacteria,2GK20@201174|Actinobacteria","Short-chain dehydrogenase reductase sdr","ko:K00046,ko:K00059","PGPT0018070_961",92.1,76,6,0,1,228,1,76,3.6e-31,138.7,4,11,18,4,19,14,6,14,9,8,14,6,6,6,12,14,7,10,8,18,12,6,17,11
"k87_5716856_2","COG2610@1|root,COG2610@2|Bacteria,2GITQ@201174|Actinobacteria","Gluconate","ko:K03299","PGPT0001340_663",96.7,272,9,0,1,816,194,465,3.3e-135,486.1,62,51,20,35,47,66,52,52,44,52,34,42,48,36,42,38,39,38,64,63,60,58,79,40
"k87_5717097_1","COG1131@1|root,COG1131@2|Bacteria,2GKWB@201174|Actinobacteria","abc transporter","ko:K01990","PGPT0006725_2937",96.8,94,3,0,1,282,10,103,5.1e-43,178.3,17,19,22,25,36,36,22,21,18,20,23,26,28,13,25,19,33,23,15,30,37,23,23,35
"k87_5719204_1","COG0804@1|root,COG0804@2|Bacteria,1MU5P@1224|Proteobacteria,2TSXP@28211|Alphaproteobacteria,36XHN@31993|Methylocystaceae","Urease alpha-subunit, N-terminal domain","ko:K01428","PGPT0000965_919",90,40,4,0,1,120,531,570,4.1e-13,77.8,11,10,3,3,7,10,6,8,11,5,17,10,10,14,6,12,8,5,8,6,11,10,5,17
"k87_5719892_2","COG0411@1|root,COG0411@2|Bacteria,2GMEE@201174|Actinobacteria,4ERPS@85013|Frankiales","Branched-chain amino acid ATP-binding cassette transporter","ko:K01995","PGPT0020780_1829",90.9,252,23,0,19,774,7,258,1.6e-123,447.2,44,49,12,27,59,37,65,59,39,43,59,34,53,41,30,36,30,23,60,44,39,32,40,46
"k87_5720483_2","COG2896@1|root,COG2896@2|Bacteria,2GN0V@201174|Actinobacteria,4DP3D@85009|Propionibacteriales","Catalyzes the cyclization of GTP to (8S)-3',8-cyclo-7,8- dihydroguanosine 5'-triphosphate","ko:K03639","PGPT0008410_3243",91.5,329,28,0,7,993,1,329,1.9e-172,610.1,90,94,70,73,137,111,99,131,88,105,75,70,85,72,89,94,96,76,104,89,97,106,89,112
"k87_5721474_1","COG1066@1|root,COG1066@2|Bacteria,1MUJQ@1224|Proteobacteria,2VH93@28216|Betaproteobacteria,4AB9M@80864|Comamonadaceae","DNA-dependent ATPase involved in processing of recombination intermediates, plays a role in repairing DNA breaks. Stimulates the branch migration of RecA-mediated strand transfer reactions, allowing the 3' invading strand to extend heteroduplex DNA faster. Binds ssDNA in the presence of ADP but not other nucleotides, has ATPase activity that is stimulated by ssDNA and various branched DNA structures, but inhibited by SSB. Does not have RecA's homology-searching function","ko:K04485","PGPT0014905_1123",97.1,136,4,0,1,408,329,464,1.1e-65,254.2,28,22,16,26,24,29,43,23,23,29,30,20,47,23,36,24,17,24,32,36,22,42,21,36
"k87_5722297_1","COG2755@1|root,COG2755@2|Bacteria,1RCXZ@1224|Proteobacteria,2U74E@28211|Alphaproteobacteria,43JE7@69277|Phyllobacteriaceae","COG2755 Lysophospholipase L1 and related","ko:K10804","PGPT0001840_1057",90.7,216,20,0,1,648,1,216,1.4e-107,394,8,4,4,2,8,6,10,4,6,4,0,4,4,6,8,0,18,4,4,10,4,6,4,4
"k87_5722297_2","COG4181@1|root,COG4181@2|Bacteria,1MXG9@1224|Proteobacteria,2TS0J@28211|Alphaproteobacteria,43I7W@69277|Phyllobacteriaceae","ABC-type transport system involved in lysophospholipase L1 biosynthesis ATPase component","ko:K02003","PGPT0013345_8915",94.2,156,9,0,1,468,1,156,2.1e-73,280,10,10,4,4,8,10,4,4,8,4,6,8,4,0,8,6,4,8,6,10,4,10,10,14
"k87_5723429_1","COG1249@1|root,COG1249@2|Bacteria,2GIXY@201174|Actinobacteria,4DN01@85009|Propionibacteriales","Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain","ko:K00382","PGPT0001380_8235",90.3,258,23,1,1,768,202,459,2.7e-126,456.4,96,97,76,79,130,100,61,109,70,73,91,66,87,69,85,79,70,77,121,101,110,87,96,143
"k87_5723429_2","COG0508@1|root,COG0508@2|Bacteria,2GMUV@201174|Actinobacteria,4DNH6@85009|Propionibacteriales","Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex","ko:K00658","PGPT0001390_929",90.2,82,8,0,1,246,1,82,1.2e-32,144.1,52,39,39,33,45,32,37,43,28,38,56,52,35,30,28,26,33,24,53,57,33,53,44,46
"k87_5723732_1","COG1177@1|root,COG1177@2|Bacteria,1MVC5@1224|Proteobacteria,2TRRJ@28211|Alphaproteobacteria,1JSNE@119045|Methylobacteriaceae","PFAM binding-protein-dependent transport systems inner membrane component","ko:K11074","PGPT0007815_945",99.6,267,1,0,1,801,1,267,2e-137,493.4,26,42,25,31,48,30,58,66,43,41,41,35,30,22,48,48,44,34,40,37,48,31,48,36
"k87_5723732_2","COG1176@1|root,COG1176@2|Bacteria,1MVGM@1224|Proteobacteria,2TSFD@28211|Alphaproteobacteria,1JSKZ@119045|Methylobacteriaceae","PFAM binding-protein-dependent transport systems inner membrane component","ko:K11075","PGPT0007820_909",100,97,0,0,1,291,205,301,2.5e-48,196.1,4,11,15,6,10,8,7,14,13,14,5,8,11,10,6,8,10,14,18,7,14,18,8,10
"k87_5724396_1","COG0206@1|root,COG0206@2|Bacteria,1MV2X@1224|Proteobacteria,2TS1Q@28211|Alphaproteobacteria,43GR7@69277|Phyllobacteriaceae","Essential cell division protein that forms a contractile ring structure (Z ring) at the future cell division site. The regulation of the ring assembly controls the timing and the location of cell division. One of the functions of the FtsZ ring is to recruit other cell division proteins to the septum to produce a new cell wall between the dividing cells. Binds GTP and shows GTPase activity","ko:K03531","PGPT0027695_594",93.1,116,8,0,1,348,1,116,8.5e-56,221.1,33,22,25,22,15,21,36,24,23,27,32,18,12,27,12,24,22,31,20,27,38,42,32,44
"k87_5725921_2","COG1172@1|root,COG1172@2|Bacteria,2GJDW@201174|Actinobacteria,4ETRK@85013|Frankiales","Belongs to the binding-protein-dependent transport system permease family","ko:K10440","PGPT0016590_6099",94.3,88,5,0,1,264,223,310,7.2e-37,157.9,7,9,4,16,30,18,18,20,13,21,13,5,15,16,12,16,5,10,3,26,21,16,10,22
"k87_5728633_1","COG0438@1|root,COG0438@2|Bacteria,2GM6D@201174|Actinobacteria","PFAM Glycosyl transferase, group 1","ko:K13668","PGPT0024300_466",93.2,380,26,0,1,1140,1,380,1.9e-205,719.9,72,47,38,55,73,62,66,80,44,65,43,47,69,64,55,40,56,65,64,45,65,83,62,88
"k87_5728633_4","COG0791@1|root,COG0791@2|Bacteria,2GIWB@201174|Actinobacteria","PFAM NLP P60 protein","ko:K21471","PGPT0023995_2392",92.2,102,8,0,1,306,241,342,2.8e-50,202.6,6,2,6,4,7,4,4,6,14,2,2,8,6,4,4,6,10,5,8,21,8,10,13,14
"k87_5730399_1","COG0372@1|root,COG0372@2|Bacteria,2GKST@201174|Actinobacteria,4DP3K@85009|Propionibacteriales","Belongs to the citrate synthase family","ko:K01647","PGPT0001455_6379",90.9,274,25,0,1,822,1,274,2.9e-139,499.6,65,76,65,52,95,65,77,95,61,71,42,41,57,61,66,55,63,44,60,78,58,63,88,92
"k87_5731550_1","COG0365@1|root,COG0365@2|Bacteria,1MUF5@1224|Proteobacteria,2TRKS@28211|Alphaproteobacteria,43GYE@69277|Phyllobacteriaceae","Catalyzes the conversion of acetate into acetyl-CoA (AcCoA), an essential intermediate at the junction of anabolic and catabolic pathways. AcsA undergoes a two-step reaction. In the first half reaction, AcsA combines acetate with ATP to form acetyl-adenylate (AcAMP) intermediate. In the second half reaction, it can then transfer the acetyl group from AcAMP to the sulfhydryl group of CoA, forming the product AcCoA","ko:K01895","PGPT0002265_3500",96.4,393,14,0,1,1179,228,620,1.1e-232,810.4,42,39,37,41,56,44,25,33,36,51,36,51,43,43,46,59,35,65,54,35,65,45,48,67
"k87_5733244_2","COG2086@1|root,COG2086@2|Bacteria,1MVH6@1224|Proteobacteria,2TR4J@28211|Alphaproteobacteria","Electron transfer flavoprotein","ko:K03521","PGPT0001035_2866",90.1,253,25,0,1,759,1,253,3.8e-117,426,86,77,74,40,136,66,94,88,83,104,75,63,74,69,94,86,69,47,97,92,96,84,79,99
"k87_5733731_2","COG1121@1|root,COG1121@2|Bacteria,1MW47@1224|Proteobacteria,2TRJA@28211|Alphaproteobacteria,4B6Z4@82115|Rhizobiaceae","ABC-type Mn Zn transport systems, ATPase component","ko:K11607","PGPT0004325_20",90.7,311,29,0,1,933,1,311,1.7e-156,557,22,13,5,28,28,28,18,33,27,25,21,28,21,24,23,20,24,19,20,36,25,38,19,24
"k87_5733731_3","COG0803@1|root,COG0803@2|Bacteria,1MVW9@1224|Proteobacteria,2TQTF@28211|Alphaproteobacteria,4BBGR@82115|Rhizobiaceae","Belongs to the bacterial solute-binding protein 9 family","ko:K02077,ko:K09815,ko:K11604","PGPT0004320_292",100,57,0,0,1,171,245,301,5.6e-24,114.4,0,2,0,2,2,2,4,6,5,0,4,0,8,0,2,2,2,4,2,6,4,2,0,4
"k87_5735679_1","COG4214@1|root,COG4214@2|Bacteria,2GJAH@201174|Actinobacteria,4FMJY@85023|Microbacteriaceae","Belongs to the binding-protein-dependent transport system permease family","ko:K10547","PGPT0016525_176",92.3,273,21,0,46,864,141,413,5.1e-118,429.1,67,68,34,48,92,69,65,87,72,63,79,48,47,49,80,69,49,49,73,86,78,73,92,79
"k87_5735712_1","COG0625@1|root,COG0625@2|Bacteria,1NE6Z@1224|Proteobacteria,2TVN6@28211|Alphaproteobacteria,4B7TJ@82115|Rhizobiaceae","Glutathione S-transferase","ko:K00799","PGPT0013170_13376",90.3,216,21,0,1,648,1,216,1.6e-108,397.1,40,46,35,46,40,51,28,20,47,65,31,36,22,31,49,39,58,36,65,44,46,36,40,48
"k87_5735800_1","COG0178@1|root,COG0178@2|Bacteria,2GJUV@201174|Actinobacteria","The UvrABC repair system catalyzes the recognition and processing of DNA lesions. UvrA is an ATPase and a DNA-binding protein. A damage recognition complex composed of 2 UvrA and 2 UvrB subunits scans DNA for abnormalities. When the presence of a lesion has been verified by UvrB, the UvrA molecules dissociate","ko:K03701","PGPT0014915_549",97.4,344,9,0,1,1032,40,383,1.2e-195,687.2,98,56,80,78,138,125,99,120,72,91,70,65,78,67,66,68,84,86,94,115,94,116,112,120
"k87_5736076_1","COG0826@1|root,COG0826@2|Bacteria,1TPRE@1239|Firmicutes,4HBEG@91061|Bacilli,1ZC7K@1386|Bacillus","COG0826 Collagenase and related proteases","ko:K08303","PGPT0021005_2260",99.4,342,2,0,1,1026,25,366,2.2e-197,693,4,6,4,4,22,18,16,8,4,8,0,4,10,10,8,2,2,0,2,8,4,16,14,6
"k87_5737425_1","COG3483@1|root,COG3483@2|Bacteria,1MW68@1224|Proteobacteria,2TRXV@28211|Alphaproteobacteria,43HWE@69277|Phyllobacteriaceae","Heme-dependent dioxygenase that catalyzes the oxidative cleavage of the L-tryptophan (L-Trp) pyrrole ring and converts L- tryptophan to N-formyl-L-kynurenine. Catalyzes the oxidative cleavage of the indole moiety","ko:K00453","PGPT0020505_1295",91.7,252,21,0,1,756,1,252,4e-135,485.7,16,17,4,6,18,24,20,10,14,14,15,16,13,8,4,14,15,16,12,16,22,10,25,18
"k87_5739508_1","COG0112@1|root,COG0112@2|Bacteria,2GK7U@201174|Actinobacteria,1W8HV@1268|Micrococcaceae","Catalyzes the reversible interconversion of serine and glycine with tetrahydrofolate (THF) serving as the one-carbon carrier. This reaction serves as the major source of one-carbon groups required for the biosynthesis of purines, thymidylate, methionine, and other important biomolecules. Also exhibits THF- independent aldolase activity toward beta-hydroxyamino acids, producing glycine and aldehydes, via a retro-aldol mechanism","ko:K00600","PGPT0008090_2633",97.6,334,8,0,1,1002,65,398,2.8e-184,649.4,57,35,33,32,66,35,35,55,34,33,50,34,46,39,38,39,31,27,37,47,55,52,38,38
"k87_5740466_2","COG0183@1|root,COG0183@2|Bacteria,2GJAC@201174|Actinobacteria,4FER0@85021|Intrasporangiaceae","Belongs to the thiolase family","ko:K00626,ko:K00632","PGPT0001565_1047",91.5,398,34,0,1,1194,1,398,2.1e-210,736.5,95,91,73,82,122,105,123,135,86,157,107,87,111,76,83,112,73,69,89,121,107,74,94,119
"k87_5742510_1","COG0735@1|root,COG0735@2|Bacteria,1MZIW@1224|Proteobacteria,1S5ZI@1236|Gammaproteobacteria,1XCKX@135614|Xanthomonadales","Belongs to the Fur family","ko:K09823","PGPT0003905_696",100,162,0,0,1,486,1,162,3.9e-91,339,26,18,24,17,32,28,32,32,22,24,22,32,22,26,24,23,18,155,30,42,34,30,35,33
"k87_5742510_2","COG0008@1|root,COG0008@2|Bacteria,1MUCR@1224|Proteobacteria,1RN3R@1236|Gammaproteobacteria,1X3ZX@135614|Xanthomonadales","Catalyzes the attachment of glutamate to tRNA(Glu) in a two-step reaction glutamate is first activated by ATP to form Glu-AMP and then transferred to the acceptor end of tRNA(Glu)","ko:K01885","PGPT0008460_4554",99.1,466,4,0,1,1398,1,466,2.8e-267,925.6,107,64,54,70,99,78,77,74,100,98,77,91,70,87,90,80,96,472,103,107,126,109,122,92
"k87_5742510_3","COG2908@1|root,COG2908@2|Bacteria,1N3U7@1224|Proteobacteria,1RP1X@1236|Gammaproteobacteria,1X5K2@135614|Xanthomonadales","Hydrolyzes the pyrophosphate bond of UDP-2,3- diacylglucosamine to yield 2,3-diacylglucosamine 1-phosphate (lipid X) and UMP by catalyzing the attack of water at the alpha-P atom. Involved in the biosynthesis of lipid A, a phosphorylated glycolipid that anchors the lipopolysaccharide to the outer membrane of the cell","ko:K03269","PGPT0022370_1093",97.1,244,7,0,1,732,1,244,2.7e-136,489.6,35,24,23,29,37,42,28,37,34,57,34,26,45,40,28,32,37,231,26,27,48,47,45,39
"k87_5742510_4","COG4772@1|root,COG4772@2|Bacteria,1NTC4@1224|Proteobacteria,1RPFQ@1236|Gammaproteobacteria,1X3G7@135614|Xanthomonadales","Outer membrane receptor","ko:K02014","PGPT0003790_15370",95.2,756,35,1,1,2265,1,756,0,1428.3,68,70,56,56,103,84,72,98,69,59,86,86,66,78,64,56,46,684,76,102,113,80,70,118
"k87_5743155_1","COG1173@1|root,COG1173@2|Bacteria,2GJ9E@201174|Actinobacteria,4CSSZ@84995|Rubrobacteria","PFAM binding-protein-dependent transport systems inner membrane component","ko:K02034","PGPT0004450_4972",90.9,77,7,0,1,231,234,310,2.6e-32,142.5,12,8,13,9,23,14,17,28,7,20,13,14,4,11,16,19,14,11,14,20,24,10,5,14
"k87_5743875_3","COG1271@1|root,COG1271@2|Bacteria","aerobic electron transport chain","ko:K00425,ko:K08738","PGPT0026700_12",94.9,292,15,0,1,876,343,634,3.9e-158,562.4,12,27,11,12,16,18,14,18,16,6,16,16,14,12,12,18,9,8,12,16,12,12,10,10
"k87_5745250_1","COG0056@1|root,COG0056@2|Bacteria,2GJRJ@201174|Actinobacteria,4DNCI@85009|Propionibacteriales","Produces ATP from ADP in the presence of a proton gradient across the membrane. The alpha chain is a regulatory subunit","ko:K02111","PGPT0014298_280",93.3,75,5,0,1,225,1,75,1e-30,137.1,16,24,17,20,30,20,21,21,15,22,15,17,16,12,25,19,5,8,21,24,28,14,20,26
"k87_5746878_1","COG0685@1|root,COG0685@2|Bacteria,2GJTN@201174|Actinobacteria","Methylenetetrahydrofolate reductase","ko:K00297","PGPT0008160_1367",97.2,109,3,0,1,327,199,307,4.4e-54,215.3,7,7,12,4,2,14,5,6,7,20,12,6,2,6,10,2,10,8,12,16,9,9,8,10
"k87_5747849_1","COG4603@1|root,COG4603@2|Bacteria,2GKAZ@201174|Actinobacteria","Belongs to the binding-protein-dependent transport system permease family","ko:K02057","PGPT0021045_989",90.3,196,19,0,1,588,1,196,3e-90,336.3,31,31,29,24,58,52,51,40,42,29,32,22,30,30,30,30,45,24,46,30,44,53,50,34
"k87_5747849_2","COG3845@1|root,COG3845@2|Bacteria,2H7KJ@201174|Actinobacteria","ABC transporter","ko:K02056","PGPT0021040_541",91,301,20,1,1,882,228,528,5e-153,545.4,61,69,44,56,89,82,58,71,62,39,49,53,73,55,43,30,68,50,66,68,70,74,71,92
"k87_5748042_3","COG3845@1|root,COG3845@2|Bacteria,1NT0H@1224|Proteobacteria,2UPJ8@28211|Alphaproteobacteria,4BAP9@82115|Rhizobiaceae","ABC transporter","ko:K02056","PGPT0021040_2026",90.5,211,20,0,1,633,1,211,2.4e-101,373.2,49,46,31,41,57,40,53,38,37,60,40,40,39,38,25,35,43,44,43,69,50,72,47,43
"k87_5748503_1","COG2240@1|root,COG2240@2|Bacteria,1MVC9@1224|Proteobacteria,2U2CH@28211|Alphaproteobacteria,43GVS@69277|Phyllobacteriaceae","Belongs to the pyridoxine kinase family","ko:K00868","PGPT0009125_764",91.5,82,7,0,1,246,213,294,3.5e-35,152.1,8,10,4,6,4,6,12,6,6,5,4,8,10,8,4,6,2,6,7,2,12,6,8,12
"k87_5749789_1","COG1942@1|root,COG1942@2|Bacteria,1RAXK@1224|Proteobacteria,2VT58@28216|Betaproteobacteria,4AEU5@80864|Comamonadaceae","4-oxalocrotonate tautomerase","ko:K01821","PGPT0005210_140",98.5,132,2,0,22,417,1,132,5.8e-67,258.5,10,14,10,6,16,16,17,8,14,16,13,16,16,9,12,4,10,11,16,20,12,14,19,16
"k87_5749830_4","COG0207@1|root,COG0207@2|Bacteria,2GKY0@201174|Actinobacteria,4FN07@85023|Microbacteriaceae","Catalyzes the reductive methylation of 2'-deoxyuridine- 5'-monophosphate (dUMP) to 2'-deoxythymidine-5'-monophosphate (dTMP) while utilizing 5,10-methylenetetrahydrofolate (mTHF) as the methyl donor and reductant in the reaction, yielding dihydrofolate (DHF) as a by-product. This enzymatic reaction provides an intracellular de novo source of dTMP, an essential precursor for DNA biosynthesis","ko:K00560","PGPT0008145_2584",96.4,112,4,0,112,447,1,112,2.5e-60,236.5,32,21,26,27,32,35,34,29,36,24,40,15,20,22,31,23,23,20,36,18,28,40,25,21
"k87_5750243_1","COG0581@1|root,COG0581@2|Bacteria,1MUWB@1224|Proteobacteria,2TQYQ@28211|Alphaproteobacteria,2JZYA@204457|Sphingomonadales","phosphate transport system permease","ko:K02038","PGPT0002610_1428",94.3,88,5,0,1,264,313,400,2.7e-38,162.5,16,13,8,13,23,25,10,19,18,17,10,20,12,19,9,15,8,8,12,22,34,10,10,16
"k87_5752896_2","COG0191@1|root,COG0191@2|Bacteria,2GM5P@201174|Actinobacteria,1W8G1@1268|Micrococcaceae","fructose-bisphosphate aldolase","ko:K01624","PGPT0017615_2993",93.9,213,13,0,1,639,127,339,6.5e-110,401.7,40,30,27,37,41,35,35,48,31,19,37,25,18,30,40,24,25,27,50,43,24,52,31,49
"k87_5753218_1","COG4799@1|root,COG4799@2|Bacteria,1MVAX@1224|Proteobacteria,2TRI1@28211|Alphaproteobacteria,43IIE@69277|Phyllobacteriaceae","Acetyl-CoA carboxylase, carboxyltransferase component (subunits alpha and beta)","ko:K01966","PGPT0001712_1718",96.8,62,2,0,1,186,1,62,1.4e-25,119.8,2,4,2,4,4,0,0,2,4,0,1,0,4,2,2,0,0,4,0,6,2,0,0,2
"k87_5753218_2","COG0346@1|root,COG0346@2|Bacteria,1RCYX@1224|Proteobacteria,2U7A8@28211|Alphaproteobacteria,43JP2@69277|Phyllobacteriaceae","Glyoxalase bleomycin resistance protein dioxygenase","ko:K01759","PGPT0013300_1934",90.4,146,14,0,1,438,1,146,1.6e-75,287,2,6,2,2,4,4,0,4,4,2,4,4,4,6,2,4,5,5,6,6,2,9,8,4
"k87_5753322_1","COG1278@1|root,COG1278@2|Bacteria,1N6Q5@1224|Proteobacteria,2UF6W@28211|Alphaproteobacteria,3K06Z@41294|Bradyrhizobiaceae","'Cold-shock' DNA-binding domain","ko:K03704","PGPT0014675_9478",95.5,66,3,0,1,198,1,66,1.5e-28,129.8,11,7,2,5,9,10,10,13,7,8,8,2,4,10,9,5,16,8,11,5,8,12,12,19
"k87_5753474_1","COG0174@1|root,COG0174@2|Bacteria,2GM3K@201174|Actinobacteria","glutamine synthetase","ko:K01915","PGPT0000645_5977",94.9,216,11,0,1,648,239,454,3.2e-117,426,20,18,24,16,55,22,40,41,36,24,21,32,21,20,34,24,25,35,28,41,60,41,56,53
