Subject,Factor,Type,Pfams
PGPT0020525,mmuP,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_METHIONINE_TRANSPORT,PF00324;PF13520
PGPT0020530,PA5153,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_HISTIDINE_TRANSPORT#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_LYSINE_TRANSPORT#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_ARGININE_TRANSPORT#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_DEPENDENT_PATHWAYS;PLANT_DERIVED_OPINE_METABOLISM,PF10613;PF00497
PGPT0020535,PA5154,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_HISTIDINE_TRANSPORT#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_LYSINE_TRANSPORT#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_ARGININE_TRANSPORT#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_DEPENDENT_PATHWAYS;PLANT_DERIVED_OPINE_METABOLISM,PF00528
PGPT0020540,PA5155,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_HISTIDINE_TRANSPORT#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_LYSINE_TRANSPORT#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_ARGININE_TRANSPORT#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_DEPENDENT_PATHWAYS;PLANT_DERIVED_OPINE_METABOLISM,PF00528
PGPT0020545,PA5152,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_HISTIDINE_TRANSPORT#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_LYSINE_TRANSPORT#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_ARGININE_TRANSPORT#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_DEPENDENT_PATHWAYS;PLANT_DERIVED_OPINE_METABOLISM,PF13304;PF00005;PF02463
PGPT0020550,artQ,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_HISTIDINE_TRANSPORT#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_LYSINE_TRANSPORT#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_ARGININE_TRANSPORT#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_POLAR_AMINO_ACID_TRANSPORT,PF00528;PF00497
PGPT0020555,artR|artM,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_HISTIDINE_TRANSPORT#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_LYSINE_TRANSPORT#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_ARGININE_TRANSPORT#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_POLAR_AMINO_ACID_TRANSPORT,PF13304;PF00005;PF02463
PGPT0020560,artP|artI,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_HISTIDINE_TRANSPORT#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_LYSINE_TRANSPORT#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_ARGININE_TRANSPORT#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_POLAR_AMINO_ACID_TRANSPORT,PF00528;PF00497
PGPT0020565,natB,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_HISTIDINE_TRANSPORT#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_NEUTRAL_AMINO_ACID_TRANSPORT,PF01094;PF13433;PF13458
PGPT0020570,natC,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_HISTIDINE_TRANSPORT#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_NEUTRAL_AMINO_ACID_TRANSPORT,PF02653
PGPT0020575,natD,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_HISTIDINE_TRANSPORT#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_NEUTRAL_AMINO_ACID_TRANSPORT,PF02653
PGPT0020580,natA,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_HISTIDINE_TRANSPORT#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_NEUTRAL_AMINO_ACID_TRANSPORT,PF13304;PF00005
PGPT0020585,natE,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_HISTIDINE_TRANSPORT#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_NEUTRAL_AMINO_ACID_TRANSPORT,PF13304;PF00005;PF02463
PGPT0020590,hutM,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_HISTIDINE_TRANSPORT,PF00324;PF13520
PGPT0020595,hisJ,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_HISTIDINE_TRANSPORT,PF01042;PF00497
PGPT0020600,hisM,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_HISTIDINE_TRANSPORT#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_LYSINE_TRANSPORT#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_ARGININE_TRANSPORT,PF00528
PGPT0020605,hisQ,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_HISTIDINE_TRANSPORT#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_LYSINE_TRANSPORT#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_ARGININE_TRANSPORT,PF00528
PGPT0020610,hisP,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_HISTIDINE_TRANSPORT#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_LYSINE_TRANSPORT#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_ARGININE_TRANSPORT,PF13304;PF00005;PF02463
PGPT0020615,cycA|ydgF,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_SERINE_TRANSPORT#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_ALANINE_TRANSPORT#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_GLYCINE_TRANSPORT#PGPT;INDIRECT_EFFECTS;COMPETITIVE_EXCLUSION|CE;CE-QUORUM_SENSING_RESPONSE|BIOFILM_FORMATION;CE-QSR-AUTOINDUCER_PERCEPTION;CE-QSR-AI_TRANSPORT,PF00324;PF13520
PGPT0020620,arcD|lysl|lysP,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_LYSINE_TRANSPORT#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_ARGININE_TRANSPORT,PF00324;PF13520
PGPT0020625,cadB,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_LYSINE_TRANSPORT,PF00324;PF13520
PGPT0020630,lysP,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_LYSINE_TRANSPORT,PF00324;PF13520
PGPT0020635,lysX1,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_LYSINE_TRANSPORT,PF00528;PF10613;PF00497
PGPT0020640,lysX2,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_LYSINE_TRANSPORT,PF00528;PF10613;PF00497
PGPT0020645,lysY,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_LYSINE_TRANSPORT,PF13304;PF09818;PF00005;PF02463
PGPT0020650,argT,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_LYSINE_TRANSPORT#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_ARGININE_TRANSPORT,PF01042;PF00497
PGPT0020651,lysE|argO,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_LYSINE_TRANSPORT#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_ARGININE_TRANSPORT,PF01810
PGPT0020655,artJ,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_ARGININE_TRANSPORT,PF00497
PGPT0020660,artI,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_ARGININE_TRANSPORT,PF10613;PF00497
PGPT0020665,artM,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_ARGININE_TRANSPORT,PF00528
PGPT0020670,artQ,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_ARGININE_TRANSPORT,PF00528
PGPT0020675,artP,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_ARGININE_TRANSPORT,PF13304;PF00005;PF02463
PGPT0020680,aotJ,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_ARGININE_TRANSPORT,PF10613;PF00497
PGPT0020685,aotM,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_ARGININE_TRANSPORT,PF00528
PGPT0020690,aotQ,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_ARGININE_TRANSPORT,PF00528
PGPT0020695,aotP,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_ARGININE_TRANSPORT,PF13304;PF00005;PF02463
PGPT0020700,yxeM,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_CYSTEINE_TRANSPORT,PF00497
PGPT0020705,yxeN,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_CYSTEINE_TRANSPORT,PF00528
PGPT0020710,yxeO,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_CYSTEINE_TRANSPORT,PF13166;PF13191;PF13304;PF13401;PF00005
PGPT0020715,tcyB|yecS,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_CYSTEINE_TRANSPORT,PF00528;PF10613;PF09084;PF12974;PF00497
PGPT0020720,tcyC|yecC,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_CYSTEINE_TRANSPORT,PF13304;PF13401;PF00005;PF00497;PF02463
PGPT0020725,tcyJ,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_CYSTEINE_TRANSPORT,PF00497
PGPT0020730,tcyK,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_CYSTEINE_TRANSPORT,PF00497;PF01208
PGPT0020735,tcyL,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_CYSTEINE_TRANSPORT,PF00528
PGPT0020740,tcyM,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_CYSTEINE_TRANSPORT,PF00528
PGPT0020745,tcyN,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_CYSTEINE_TRANSPORT,PF13166;PF13304;PF00005;PF02463
PGPT0020750,tutB,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_TYROSINE_TRANSPORT,PF01490;PF03222
PGPT0020755,mtr,PGPT;DIRECT_EFFECTS;PHYTOHORMONE|PLANT_SIGNAL_PRODUCTION;PHYTOHORMONE-ABSCISIC_ACID_DEGRADATION;PHYTOHORMONE-AUXINE|INDOLE‐3‐ACETIC_ACID|IAA_METABOLISM;PHYTOHORMONE-IAA_RELATED_TRYPTOPHAN_PATHWAY#PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_TRYPTOPHANE_TRANSPORT,PF03222
PGPT0020760,tnaB,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_TRYPTOPHANE_TRANSPORT,PF01490;PF03222
PGPT0020765,livK,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_BRANCHED-CHAIN_AMINO_ACID_TRANSPORT#PGPT;INDIRECT_EFFECTS;COMPETITIVE_EXCLUSION|CE;CE-QUORUM_SENSING_RESPONSE|BIOFILM_FORMATION;CE-QSR-AUTOINDUCER_PERCEPTION;CE-QSR-GABA_PERCIPITATION|SIGNALLING,PF01094;PF12770;PF13433;PF13458
PGPT0020770,livH,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_BRANCHED-CHAIN_AMINO_ACID_TRANSPORT#PGPT;INDIRECT_EFFECTS;COMPETITIVE_EXCLUSION|CE;CE-QUORUM_SENSING_RESPONSE|BIOFILM_FORMATION;CE-QSR-AUTOINDUCER_PERCEPTION;CE-QSR-GABA_PERCIPITATION|SIGNALLING,PF13304;PF00005;PF12399;PF02653
PGPT0020775,livM,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_BRANCHED-CHAIN_AMINO_ACID_TRANSPORT#PGPT;INDIRECT_EFFECTS;COMPETITIVE_EXCLUSION|CE;CE-QUORUM_SENSING_RESPONSE|BIOFILM_FORMATION;CE-QSR-AUTOINDUCER_PERCEPTION;CE-QSR-GABA_PERCIPITATION|SIGNALLING,PF13304;PF00005;PF12399;PF02653
PGPT0020780,livG,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_BRANCHED-CHAIN_AMINO_ACID_TRANSPORT#PGPT;INDIRECT_EFFECTS;COMPETITIVE_EXCLUSION|CE;CE-QUORUM_SENSING_RESPONSE|BIOFILM_FORMATION;CE-QSR-AUTOINDUCER_PERCEPTION;CE-QSR-GABA_PERCIPITATION|SIGNALLING,PF13175;PF13191;PF13304;PF13476;PF13555;PF13604;PF00005;PF07690;PF02463
PGPT0020785,livF,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_BRANCHED-CHAIN_AMINO_ACID_TRANSPORT#PGPT;INDIRECT_EFFECTS;COMPETITIVE_EXCLUSION|CE;CE-QUORUM_SENSING_RESPONSE|BIOFILM_FORMATION;CE-QSR-AUTOINDUCER_PERCEPTION;CE-QSR-GABA_PERCIPITATION|SIGNALLING,PF13175;PF13191;PF13304;PF13476;PF13555;PF13604;PF00005;PF07690;PF02463
PGPT0020786,ycsG,PGPT;INDIRECT_EFFECTS;COLONIZING_PLANT_SYSTEM;COLONIZATION-PLANT_DERIVED_SUBSTRATE_USAGE;PLANT_DERIVED_AMINO_ACID_TRANSPORT;PLANT_DERIVED_BRANCHED-CHAIN_AMINO_ACID_TRANSPORT,PF01566
